Tweet ID,Tweet Text, Information Source, Information Type,Informativeness
2.96E+17,RT @PeitosAvril: ‎O cartaz da banda que tocou na Boate Kiss era uma caveira pegando fogo e a ultima musica a tocar foi Die Young (morre ...,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @redraider30: RT @HuffingtonPost UPDATE: At least 245 dead in Brazil nightclub fire  http://t.co/LPFsagpb so saddened to hear about this.,Media,Affected individuals,Related and informative
2.96E+17,A MAIOR TRAGÉDIA DE NOSSAS VIDAS http://t.co/NFQzFQR1 #ForçaSantaMaria #PrayForSantaMaria #TODOSDesejamForçasASantaMaria #SantaMaria #RT,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"'Nem guerra deve ser tão triste', diz testemunha que ajudou resgate: Alberto Tessmer passava perto da boate Kiss... http://t.co/YihViAQZ",Media,Other Useful Information,Related - but not informative
2.96E+17,230 people killed in a fire in a nightclub in brazil only 1 exit in the whole place #disgraceful,Outsiders,Affected individuals,Related and informative
2.96E+17,"Cadê o brasil agora heim ? Cadê, um brasil desse, que fez perde mais de 240 vidas em #SantaMaria .",Outsiders,Affected individuals,Related - but not informative
2.96E+17,RT @TVBrasil: Acompanhe a cobertura completa do Incêndio em boate em #SantaMaria no #PortalEBC: http://t.co/AxEr21ia #ForçaSantaMaria,Media,Affected individuals,Related and informative
2.96E+17,"RT @rodrigovesgo: RT @Estadao: #SantaMaria: Saiba como doar água e medicamentos, entre outros, para ajudar as vítimas da tragédia: http: ...",Media,Donations and volunteering,Related and informative
2.96E+17,"RT @Carlos97Alberto: Meus sentimentos a @PortalPanicats q perdeu sua irmã na tragédia de #SantaMaria,eu em nome da #FamiliaPanicats dese ...",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,#addseguidores é o melhor site para ganhar seguidores REAIS #SantaMaria,Not labeled,Not labeled,Not related
2.96E+17,"RT@matthunter123: Im so sad about the Brazil nightclub fire, my heart goes out to all the families",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Não corrigir nossas faltas é o mesmo que cometer novos erros. #SantaMaria,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @alanguedes25: Que essa terrível tragédia sirva de alerta para as autoridades em todo o pais...triste demais. #luto #santamaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"Luto em Santa Maria(RS).E que Deus console os corações das famílias de todos os jovens mortos no incêndio da Boate Kiss,no Rio Grande do Sul",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Tragédia no Rio Grande do Sul Incêndio na Boate Kiss deixa 231 mortos em Santa Maria 1: http://t.co/N9v2aWdk via @YouTube,Media,Affected individuals,Related and informative
2.96E+17,"RT @matthunter123: Im so sad about the Brazil nightclub fire, my heart goes out to all the families",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Chocado e emocionado com a tragédia em #SantaMaria RS Q Deus conforte todas as vítimas!...   :(,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Police: Brazil nightclub fire kills at least 232 http://t.co/OWa1ALIF  via @NBCNewsWorld,Media,Affected individuals,Related and informative
2.96E+17,Perdeu algum conhecido ou familiar no acidente na boate Kiss?... — namorada do meu irmao ): http://t.co/g9MHQ6Cs,Eyewitness,Sympathy and support,Related - but not informative
2.96E+17,Para lembrar outro 27/01 e em respeito às vítimas de #santamaria #comissaodaverdade #democracia http://t.co/TkapKSOo,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @cnnbrk: Death toll in #Brazil nightclub fire revised to 232. http://t.co/MKONrvLf,Media,Affected individuals,Related and informative
2.96E+17,RT @guihermeleicam: Tristeza é pouco pra o que estou sentindo agora ao ler a notícia da tragédia em #SantaMaria. Que Deus conforte os fa ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @msnNOW: Chaos of Brazil nightclub fire captured on amateur video http://t.co/FtTM9MHa,Media,Other Useful Information,Related and informative
2.96E+17,"RT @Estadao: #SantaMaria: Saiba como doar água e medicamentos, entre outros, para ajudar as vítimas da tragédia: http://t.co/G7kd0zHk",Media,Donations and volunteering,Related and informative
2.96E+17,"Nightclub fire kills at least 232 in Brazil: SANTA MARIA, Brazil (Reuters) - A nightclub fire killed at least 232 people in southern ...",Media,Affected individuals,Related and informative
2.96E+17,"Boate Kiss, baladinha monstra ™",Outsiders,Not applicable,Related - but not informative
2.96E+17,RT @_RioGrandeDoSul: A nota da boate Kiss que está sendo divulgada é FALSA. #RT,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,Sinto muito aos que perderam parentes e amigos no incidente de #SantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,ACHO 10 IGUAIS AQUI EM SP ==&gt; RT @AndreaMatarazzo: Como aquilo tinha licença?/ Licença contra incêndios da boate Kiss estava vencida;,Outsiders,Other Useful Information,Related and informative
2.96E+17,"A tragédia na boate Kiss em Santa Maria: Muito amor a todos os envolvidos, muita força aos familiares. http://t.co/UGizv8P1",Media,Sympathy and support,Related - but not informative
2.96E+17,"Acho tão lindo todos prestando de um jeito ou de outro sua solidariedade, carinho, respeito ao que aconteceu em #SantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Lista dos mortos na Boate Kiss | Itaberaba Noticias http://t.co/OMAvp3hD,Media,Affected individuals,Related and informative
2.96E+17,Just heard that over 200 people have lost there lives in a nightclub fire in Brazil! such a horrible disaster R.I.P ♥,Outsiders,Affected individuals,Related and informative
2.96E+17,RT @BBCWorld: #Brazil fire deaths: Smoke engulfed nightclub in major university city when soundproofing set alight - officials http://t. ...,Media,Affected individuals,Related and informative
2.96E+17,Perfil falso da Kiss divulgou comunicado atribuído à boate incendiada http://t.co/5zMF13n8,Media,Other Useful Information,Related and informative
2.96E+17,CINCO JOVENS SANTO-ANGELENSES MORREM EM INCÊNDIO NA BOATE KISS EM SANTA MARIA e a tristeza pegando!,Outsiders,Sympathy and support,Related and informative
2.96E+17,"RT @laceexo: SO UPSETTING 2 see all of this about this nightclub tragedy in BRAZIL... LOVE, THOUGHTS &amp; PRAYERS are with YOU ALL #Pra ...",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @MirandaSa_: RT @josetomazfilho: Licença contra incêndios da boate Kiss de #SantaMaria estava vencida. Estamos no Brasil... http://t. ...,Outsiders,Other Useful Information,Related and informative
2.96E+17,"RT @supreme_corey: 245 people killed in Brazil nightclub fire, R.I.P. to them all.",Outsiders,Affected individuals,Related and informative
2.96E+17,P/ demonstrar #compaixão e #luto não é preciso sensacionalizar expondo fotos das #vítimas do #incêncio na #BoateKiss. #Respeito às famílias!,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,Reading about the nightclub fire in Brazil. So tragic. Thoughts and prayers go out to my Brazilian fans.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @Updatees1D: If you didn't know, a nightclub caught fire in Brazil and 235 people lost their life. My heart is with Brazil.",Outsiders,Affected individuals,Related and informative
2.96E+17,Nightclub Fire in Brazil Kills at Least 232 [#UPDATE] -  Officials say at least 232 people died in a... http://t.co/sgNm6FV9  #SantaMaria,Media,Affected individuals,Related and informative
2.96E+17,"@JessieJ Jessie, Brazil nightclub fire kills 232 in Santa Maria. Pray for the dead. :'(",Outsiders,Affected individuals,Related and informative
2.96E+17,"RT @Updatees1D: If you didn't know, a nightclub caught fire in Brazil and 235 people lost their life. My heart is with Brazil.",Media,Affected individuals,Related and informative
2.96E+17,RT @LucasnaRede_: Noticia triste e lamentável.Chocado com o número de pessoas q foram atingidas nesse acidente em #SantaMaria.Que Deus c ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @_LovaticGabi: A pior imagen de tds !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  - boate kiss http://t.co/A3EC0Phs,Media,Other Useful Information,Related - but not informative
2.96E+17,"Just read about the brazil nightclub fire, absolutely shocking!",Outsiders,Other Useful Information,Related - but not informative
2.96E+17,"RT @duda_luglio: We just need to pray, because God knows everything #PrayForSantaMaria #PrayForBrazil",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Já são 248 os mortos em Santa Maria no RS #BoateKiss #Tragédia,Outsiders,Affected individuals,Related and informative
2.96E+17,E aumenta o número de mortos e o número de tristezas por uma fatalidade (ou ñ) #Tristeza #SantaMaria,Outsiders,Sympathy and support,Related and informative
2.96E+17,"nossa veu, essa boate Kiss era 4 quadras da minha casa!!",Outsiders,Other Useful Information,Related - but not informative
2.96E+17,PEDIDO DE ORAÇÃO : http://t.co/aGHOJNgf #SantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @RollingStone: A fire that broke out early this morning at a nightclub in Santa Maria, Brazil has killed hundreds: http://t.co/5EYooOud",Media,Affected individuals,Related and informative
2.96E+17,"Video: Nightclub fire kills at least 232 people in #SantaMaria, Brazil http://t.co/UPhMHl3PWud?!?!?!?! 232?????",Media,Affected individuals,Related and informative
2.96E+17,#Luto #SantaMaria :(  http://t.co/zjvtKBLa,Media,Sympathy and support,Related - but not informative
2.96E+17,Pagina 27 de 365 dia 27 ta marcado cara '-' #SantaMaria,Not labeled,Not labeled,Not related
2.96E+17,RT @MarkynAlmeida: #RebeldesAoVivoNoR7 Foi muito linda a homenagem para as vitimas de #SantaMaria #ForçaSantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"um dia tenso 27/01/2013, um dia que para as pessoas que foram na boate Kiss, seria um dia de diversão se tornou em tragédia.",Outsiders,Not applicable,Related - but not informative
2.96E+17,#santamaria Meus sinceros sentimentos aos familiares pela perda. Q Deus console seus corações. #PrayForSantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @HarryDivoStyles: Mano, a ultima musica q tocou na Boate KISS, foi Die Young da Kesha!! QUE MEDO CARALHOO",Outsiders,Other Useful Information,Related - but not informative
2.96E+17,Eu não sei se vou conseguir dormir. Pensando nas portas fechadas em #SantaMaria . Que dor. As portas fechadas. Foi crime. Fechadas! Não...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @BitsieTulloch: Praying for the hundreds killed in nightclub fire in Brazil. So tragic :(,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Prestamos nossas solidariedades às vítimas de #SantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Mãe vindo da praia com o sobrinho. A cunhada tem uma prima entre os mortos da boate Kiss em Santa Maria. Que tristeza...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @PorqueTTs: Gruta Azul: Após o incendio na boate Kiss, a boate Gruta Azul, de Porto Alegre teve um principio de incêndio mas os bombe ...",Media,Other Useful Information,Related and informative
2.96E+17,"RT @Thiaguinhooo14: Imagem Triste, lamentável :c  #SantaMaria http://t.co/5DNHSFYr",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @RiriMyDiamonds: Aconteceu Essa Tragedia  Em #SantaMaria E Me  Lembra Alguns Filme  Tipo Premonição. Cada Um Que Escapar De  Uma Trag ...,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,O que você estava fazendo hoje de madrugada enquanto a boate kiss pegava fogo?,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,"RT @itsDionathans: ''Se é triste ver uma mãe chorar, imagine 245.'' #SantaMaria #ForçaSantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Que tal ganhar muitos seguidores reais ? Só hoje 28/01 #addseguidores http://t.co/uhBT2wrP #SantaMaria,Not labeled,Not labeled,Not related
2.96E+17,RT @queissosenhor: e foi à boate Kiss na noite de ontem. E morreu no incêndio. A mãe disse que a última lembrança era a filha dizendo t ...,Eyewitness,Sympathy and support,Related - but not informative
2.96E+17,RT @queissosenhor: e foi à boate Kiss na noite de ontem. E morreu no incêndio. A mãe disse que a última lembrança era a filha dizendo t ...,Eyewitness,Other Useful Information,Related and informative
2.96E+17,RT @queissosenhor: e foi à boate Kiss na noite de ontem. E morreu no incêndio. A mãe disse que a última lembrança era a filha dizendo t ...,Eyewitness,Other Useful Information,Related - but not informative
2.96E+17,Gostei de um vídeo @YouTube http://t.co/W5DOEzLw às Vítimas do Incêndio na Boate Kiss,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @BandaArmandinho: Estou perplexo e abalado com o incêndio na boate Kiss. Meus sentimentos aos familiares.  Estou muito triste.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Brazil nightclub fire kills 233 http://t.co/FHJggiJQ,Media,Affected individuals,Related and informative
2.96E+17,maan só eu q to achando q o incêndio la na boate KISS nao foi acidente e sim proposital? cara ta aparecendo várias coisas q dá p suspeitar,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
